sampleID,date,basin,longitude,latitude,Temperature,Salinity,month,season
LE1.1 AP 5 87-07-27,27/7/1987,chesa,-76.602,38.425,29.4,12.62999964,7,Summer
LE1.1 AP 5 87-08-10,10/8/1987,chesa,-76.602,38.425,27.95,13.65999985,8,Summer
LE1.1 AP 5 87-08-24,24/8/1987,chesa,-76.602,38.425,26.3,13.99500036,8,Summer
LE1.1 AP 5 87-09-08,8/9/1987,chesa,-76.602,38.425,24.3,13.82499981,9,Autumn
LE1.1 AP 5 87-09-21,21/9/1987,chesa,-76.602,38.425,24.1,14.22499991,9,Autumn
LE1.1 AP 5 87-10-13,13/10/1987,chesa,-76.602,38.425,16,15.09999991,10,Autumn
LE1.1 AP 5 87-11-09,9/11/1987,chesa,-76.602,38.425,12.95,15.75,11,Autumn
LE1.1 AP 5 87-12-09,9/12/1987,chesa,-76.602,38.425,6.85,13.625,12,Winter
LE1.1 AP 5 88-01-06,6/1/1988,chesa,-76.602,38.425,2.15,13.59499979,1,Winter
LE1.1 AP 5 88-03-07,7/3/1988,chesa,-76.602,38.425,6.15,11.24499989,3,Spring
LE1.1 AP 5 88-04-04,4/4/1988,chesa,-76.602,38.425,13.9,11.27999973,4,Spring
LE1.1 AP 5 88-04-18,18/4/1988,chesa,-76.602,38.425,11.95,11.08500004,4,Spring
LE1.1 AP 5 88-05-02,2/5/1988,chesa,-76.602,38.425,13.95,10.94999981,5,Spring
LE1.1 AP 5 88-05-16,16/5/1988,chesa,-76.602,38.425,19.7,10.76000023,5,Spring
LE1.1 AP 5 88-06-13,13/6/1988,chesa,-76.602,38.425,21.5,10.01000023,6,Summer
LE1.1 AP 5 88-06-27,27/6/1988,chesa,-76.602,38.425,23.4,10.92000008,6,Summer
LE1.1 AP 5 88-07-11,11/7/1988,chesa,-76.602,38.425,26.95,11.24499989,7,Summer
LE1.1 AP 5 88-07-25,25/7/1988,chesa,-76.602,38.425,26.8,11.96999979,7,Summer
LE1.1 AP 5 88-08-16,16/8/1988,chesa,-76.602,38.425,29.35,12.06500006,8,Summer
LE1.1 AP 5 88-08-29,29/8/1988,chesa,-76.602,38.425,26.9,12.72999954,8,Summer
LE1.1 AP 5 88-09-13,13/9/1988,chesa,-76.602,38.425,23.75,13.49499989,9,Autumn
LE1.1 AP 5 88-09-26,26/9/1988,chesa,-76.602,38.425,21.87,14.15000025,9,Autumn
LE1.1 AP 5 88-10-10,10/10/1988,chesa,-76.602,38.425,17.5,14.59499979,10,Autumn
LE1.1 AP 5 88-11-28,28/11/1988,chesa,-76.602,38.425,10.4,15.47500038,11,Autumn
LE1.1 AP 5 88-12-12,12/12/1988,chesa,-76.602,38.425,5.3,15.34000015,12,Winter
LE1.1 AP 5 89-01-09,9/1/1989,chesa,-76.602,38.425,3.9,15.26999998,1,Winter
LE1.1 AP 5 89-02-07,7/2/1989,chesa,-76.602,38.425,4.8,16.05500031,2,Winter
LE1.1 AP 5 89-03-13,13/3/1989,chesa,-76.602,38.425,4.75,13.75999975,3,Spring
LE1.1 AP 5 89-04-10,10/4/1989,chesa,-76.602,38.425,10.6,12.32999992,4,Spring
LE1.1 AP 5 89-04-24,24/4/1989,chesa,-76.602,38.425,14.8,11.93000031,4,Spring
LE1.1 AP 5 89-05-08,8/5/1989,chesa,-76.602,38.425,16,9.855000019,5,Spring
LE1.1 AP 5 89-05-22,22/5/1989,chesa,-76.602,38.425,20.15,8.379999638,5,Spring
LE1.1 AP 5 89-06-05,5/6/1989,chesa,-76.602,38.425,24.2,8.380000114,6,Summer
LE1.1 AP 5 89-06-19,19/6/1989,chesa,-76.602,38.425,25.7,6.654999971,6,Summer
LE1.1 AP 5 89-07-05,5/7/1989,chesa,-76.602,38.425,26.9,6.74000001,7,Summer
LE1.1 AP 5 89-07-19,19/7/1989,chesa,-76.602,38.425,26,6.724999905,7,Summer
LE1.1 AP 5 89-08-07,7/8/1989,chesa,-76.602,38.425,27.95,7.589999914,8,Summer
LE1.1 AP 5 89-08-21,21/8/1989,chesa,-76.602,38.425,25.35,8.920000076,8,Summer
LE1.1 AP 5 89-09-05,5/9/1989,chesa,-76.602,38.425,24.6,10.82500029,9,Autumn
LE1.1 AP 5 89-10-16,16/10/1989,chesa,-76.602,38.425,19.3,11.24499989,10,Autumn
LE1.1 AP 5 89-11-27,27/11/1989,chesa,-76.602,38.425,7.25,10.4000001,11,Autumn
LE1.1 AP 5 89-12-18,18/12/1989,chesa,-76.602,38.425,1,10.75499964,12,Winter
LE1.1 AP 5 90-01-16,16/1/1990,chesa,-76.602,38.425,2.45,10.33500004,1,Winter
LE1.1 AP 5 90-02-13,13/2/1990,chesa,-76.602,38.425,6.7,10.92000008,2,Winter
LE1.1 AP 5 90-03-12,12/3/1990,chesa,-76.602,38.425,8.5,9.849999905,3,Spring
LE1.1 AP 5 90-04-09,9/4/1990,chesa,-76.602,38.425,9.85,8.504999638,4,Spring
LE1.1 AP 5 90-04-23,23/4/1990,chesa,-76.602,38.425,14.3,7.874999762,4,Spring
LE1.1 AP 5 90-05-09,9/5/1990,chesa,-76.602,38.425,18.65,8.534999847,5,Spring
LE1.1 AP 5 90-05-23,23/5/1990,chesa,-76.602,38.425,18.35,9.110000134,5,Spring
LE1.1 AP 5 90-06-06,6/6/1990,chesa,-76.602,38.425,20.7,7.744999886,6,Summer
LE1.1 AP 5 90-06-20,20/6/1990,chesa,-76.602,38.425,23.7,7.705000162,6,Summer
LE1.1 AP 5 90-07-12,12/7/1990,chesa,-76.602,38.425,27.9,9.65500021,7,Summer
LE1.1 AP 5 90-07-24,24/7/1990,chesa,-76.602,38.425,27.7,9.589999835,7,Summer
LE1.1 AP 5 90-08-08,8/8/1990,chesa,-76.602,38.425,26.83,9.849999746,8,Summer
LE1.1 AP 5 90-08-21,21/8/1990,chesa,-76.602,38.425,25.8,9.65500021,8,Summer
LE1.1 AP 5 90-09-04,4/9/1990,chesa,-76.602,38.425,25.8,10.36999989,9,Autumn
LE1.1 AP 5 90-09-19,19/9/1990,chesa,-76.602,38.425,21.9,12.26000023,9,Autumn
LE1.1 AP 5 90-10-22,22/10/1990,chesa,-76.602,38.425,19,13.61666648,10,Autumn
LE1.1 AP 5 90-11-19,19/11/1990,chesa,-76.602,38.425,9.2,11.86999989,11,Autumn
LE1.1 AP 5 90-12-18,18/12/1990,chesa,-76.602,38.425,7.5,11.04000028,12,Winter
LE1.1 AP 5 91-01-17,17/1/1991,chesa,-76.602,38.425,5.4,7.619999886,1,Winter
LE1.1 AP 5 91-02-18,18/2/1991,chesa,-76.602,38.425,3.63,9.956666311,2,Winter
LE1.1 AP 5 91-03-18,18/3/1991,chesa,-76.602,38.425,7.25,9.590000153,3,Spring
LE1.1 AP 5 91-04-15,15/4/1991,chesa,-76.602,38.425,12.53,8.71333313,4,Spring
LE1.1 AP 5 91-04-29,29/4/1991,chesa,-76.602,38.425,16.8,8.345000267,4,Spring
LE1.1 AP 5 91-05-13,13/5/1991,chesa,-76.602,38.425,20.6,8.5,5,Spring
LE1.1 AP 5 91-05-28,28/5/1991,chesa,-76.602,38.425,25.75,9.365000248,5,Spring
LE1.1 AP 5 91-06-10,10/6/1991,chesa,-76.602,38.425,24.3,10.47333336,6,Summer
LE1.1 AP 5 91-06-24,24/6/1991,chesa,-76.602,38.425,24.35,11.83500004,6,Summer
LE1.1 AP 5 91-07-15,15/7/1991,chesa,-76.602,38.425,27.65,12.19999981,7,Summer
LE1.1 AP 5 91-07-29,29/7/1991,chesa,-76.602,38.425,27.1,13.23000002,7,Summer
LE1.1 AP 5 91-08-12,12/8/1991,chesa,-76.602,38.425,26.8,12.96000004,8,Summer
LE1.1 AP 5 91-08-26,26/8/1991,chesa,-76.602,38.425,26.5,14.06000042,8,Summer
LE1.1 AP 5 91-09-09,9/9/1991,chesa,-76.602,38.425,25.47,14.48666668,9,Autumn
LE1.1 AP 5 91-09-23,23/9/1991,chesa,-76.602,38.425,22.97,15.11333307,9,Autumn
LE1.1 AP 5 91-10-09,9/10/1991,chesa,-76.602,38.425,18.97,15.00000032,10,Autumn
LE1.1 AP 5 91-11-12,12/11/1991,chesa,-76.602,38.425,9.45,16.32500076,11,Autumn
LE1.1 AP 5 91-12-09,9/12/1991,chesa,-76.602,38.425,8.67,16.08333302,12,Winter
LE1.1 AP 5 92-01-22,22/1/1992,chesa,-76.602,38.425,3.1,15.81000042,1,Winter
LE1.1 AP 5 92-02-20,20/2/1992,chesa,-76.602,38.425,5.35,16.05500031,2,Winter
LE1.1 AP 5 92-03-09,9/3/1992,chesa,-76.602,38.425,9.4,13.99499989,3,Spring
LE1.1 AP 5 92-04-06,6/4/1992,chesa,-76.602,38.425,8.2,14.15999985,4,Spring
LE1.1 AP 5 92-04-20,20/4/1992,chesa,-76.602,38.425,13.5,13.39333344,4,Spring
LE1.1 AP 5 92-05-04,4/5/1992,chesa,-76.602,38.425,16.47,13.07999992,5,Spring
LE1.1 AP 5 92-05-18,18/5/1992,chesa,-76.602,38.425,19.2,11.78000005,5,Spring
LE1.1 AP 5 92-06-15,15/6/1992,chesa,-76.602,38.425,23.43,12.59666665,6,Summer
LE1.1 AP 5 92-06-30,30/6/1992,chesa,-76.602,38.425,23.5,13.61333338,6,Summer
LE1.1 AP 5 92-07-15,15/7/1992,chesa,-76.602,38.425,27.25,13.65999985,7,Summer
LE1.1 AP 5 92-07-30,30/7/1992,chesa,-76.602,38.425,26.85,12.99500036,7,Summer
LE1.1 AP 5 92-08-17,17/8/1992,chesa,-76.602,38.425,24.33,13.13000011,8,Summer
LE1.1 AP 5 92-08-31,31/8/1992,chesa,-76.602,38.425,25.1,12.92999983,8,Summer
LE1.1 AP 5 92-09-15,15/9/1992,chesa,-76.602,38.425,24.1,12.89499998,9,Autumn
LE1.1 AP 5 92-09-30,30/9/1992,chesa,-76.602,38.425,19.5,13.18999958,9,Autumn
LE1.1 AP 5 92-10-14,14/10/1992,chesa,-76.602,38.425,18.05,13.26000023,10,Autumn
LE1.1 AP 5 92-11-16,16/11/1992,chesa,-76.602,38.425,10.8,13.49000025,11,Autumn
LE1.1 AP 5 92-12-14,14/12/1992,chesa,-76.602,38.425,5.5,12.59000015,12,Winter
LE1.1 AP 5 93-01-11,11/1/1993,chesa,-76.602,38.425,5.15,11.08500004,1,Winter
LE1.1 AP 5 93-02-22,22/2/1993,chesa,-76.602,38.425,3.35,11.14499998,2,Winter
LE1.1 AP 5 93-03-08,8/3/1993,chesa,-76.602,38.425,5.6,9.394999981,3,Spring
LE1.1 AP 5 93-04-05,5/4/1993,chesa,-76.602,38.425,9.45,7.175000191,4,Spring
LE1.1 AP 5 93-04-19,19/4/1993,chesa,-76.602,38.425,13.75,5.660000086,4,Spring
LE1.1 AP 5 93-05-05,5/5/1993,chesa,-76.602,38.425,18.5,5.509999991,5,Spring
LE1.1 AP 5 93-05-19,19/5/1993,chesa,-76.602,38.425,20.43,5.310000102,5,Spring
LE1.1 AP 5 93-06-02,2/6/1993,chesa,-76.602,38.425,20.85,6.439999819,6,Summer
LE1.1 AP 5 93-06-17,17/6/1993,chesa,-76.602,38.425,23.8,7.660000006,6,Summer
LE1.1 AP 5 93-07-06,6/7/1993,chesa,-76.602,38.425,28.8,9.140000343,7,Summer
LE1.1 AP 5 93-07-19,19/7/1993,chesa,-76.602,38.425,27.7,10.4333334,7,Summer
LE1.1 AP 5 93-08-02,2/8/1993,chesa,-76.602,38.425,27.2,12.39999962,8,Summer
LE1.1 AP 5 93-08-19,19/8/1993,chesa,-76.602,38.425,27.25,12.09999991,8,Summer
LE1.1 AP 5 93-09-02,2/9/1993,chesa,-76.602,38.425,28.4,12.72499991,9,Autumn
LE1.1 AP 5 93-09-20,20/9/1993,chesa,-76.602,38.425,23.3,13.81333319,9,Autumn
LE1.1 AP 5 93-10-05,5/10/1993,chesa,-76.602,38.425,19.2,13.52999973,10,Autumn
LE1.1 AP 5 93-11-30,30/11/1993,chesa,-76.602,38.425,10.3,13.75999975,11,Autumn
LE1.1 AP 5 93-12-15,15/12/1993,chesa,-76.602,38.425,6.4,12.39999962,12,Winter
LE1.1 AP 5 94-01-13,13/1/1994,chesa,-76.602,38.425,2.05,11.1500001,1,Winter
LE1.1 AP 5 94-02-25,25/2/1994,chesa,-76.602,38.425,4.2,9.204999924,2,Winter
LE1.1 AP 5 94-03-14,14/3/1994,chesa,-76.602,38.425,5.67,8.343333244,3,Spring
LE1.1 AP 5 94-04-11,11/4/1994,chesa,-76.602,38.425,13.2,5.065000057,4,Spring
LE1.1 AP 5 94-04-25,25/4/1994,chesa,-76.602,38.425,16.6,4.86500001,4,Spring
LE1.1 AP 5 94-05-09,9/5/1994,chesa,-76.602,38.425,16.35,4.474999905,5,Spring
LE1.1 AP 5 94-05-23,23/5/1994,chesa,-76.602,38.425,18.2,5.420000076,5,Spring
LE1.1 AP 5 94-06-07,7/6/1994,chesa,-76.602,38.425,22.57,6.143333276,6,Summer
LE1.1 AP 5 94-06-21,21/6/1994,chesa,-76.602,38.425,26.9,7.119999886,6,Summer
LE1.1 AP 5 94-07-05,5/7/1994,chesa,-76.602,38.425,27.93,7.7924999,7,Summer
LE1.1 AP 5 94-07-20,20/7/1994,chesa,-76.602,38.425,28.95,8.46999979,7,Summer
LE1.1 AP 5 94-08-04,4/8/1994,chesa,-76.602,38.425,27.8,7.579999924,8,Summer
LE1.1 AP 5 94-08-22,22/8/1994,chesa,-76.602,38.425,26.2,8.534999847,8,Summer
LE1.1 AP 5 94-09-06,6/9/1994,chesa,-76.602,38.425,23.9,9.300000191,9,Autumn
LE1.1 AP 5 94-09-19,19/9/1994,chesa,-76.602,38.425,23.7,11.19999981,9,Autumn
LE1.1 AP 5 94-10-05,5/10/1994,chesa,-76.602,38.425,19.4,11.76999998,10,Autumn
LE1.1 AP 5 94-11-21,21/11/1994,chesa,-76.602,38.425,13.4,14.56500006,11,Autumn
LE1.1 AP 5 94-12-19,19/12/1994,chesa,-76.602,38.425,8.2,14.0250001,12,Winter
LE1.1 AP 5 95-01-19,19/1/1995,chesa,-76.602,38.425,7.3,12.36499977,1,Winter
LE1.1 AP 5 95-02-17,17/2/1995,chesa,-76.602,38.425,1.6,12.93000031,2,Winter
LE1.1 AP 5 95-03-16,16/3/1995,chesa,-76.602,38.425,10.2,10.20499992,3,Spring
LE1.1 AP 5 95-04-03,3/4/1995,chesa,-76.602,38.425,10.8,11.67000008,4,Spring
LE1.1 AP 5 95-04-17,17/4/1995,chesa,-76.602,38.425,12.8,12.13499975,4,Spring
LE1.1 AP 5 95-05-01,1/5/1995,chesa,-76.602,38.425,15.5,12.36499977,5,Spring
LE1.1 AP 5 95-05-18,18/5/1995,chesa,-76.602,38.425,19.77,11.68599987,5,Spring
LE1.1 AP 5 95-06-12,12/6/1995,chesa,-76.602,38.425,24.8,12.23000002,6,Summer
LE1.1 AP 5 95-06-28,28/6/1995,chesa,-76.602,38.425,25.2,12.19999981,6,Summer
LE1.1 AP 5 95-07-17,17/7/1995,chesa,-76.602,38.425,28.31,12.38285705,7,Summer
LE1.1 AP 5 95-07-31,31/7/1995,chesa,-76.602,38.425,29.12,13.26399994,7,Summer
LE1.1 AP 5 95-08-14,14/8/1995,chesa,-76.602,38.425,28.26,13.36599979,8,Summer
LE1.1 AP 5 95-08-30,30/8/1995,chesa,-76.602,38.425,26.76,15.16800003,8,Summer
LE1.1 AP 5 95-09-14,14/9/1995,chesa,-76.602,38.425,25.06,15.67800007,9,Autumn
LE1.1 AP 5 95-09-26,26/9/1995,chesa,-76.602,38.425,21.38,16.40000038,9,Autumn
LE1.1 AP 5 95-10-10,10/10/1995,chesa,-76.602,38.425,21.88,17.23600044,10,Autumn
LE1.1 AP 5 95-11-27,27/11/1995,chesa,-76.602,38.425,8.42,16.02999992,11,Autumn
LE1.1 AP 5 95-12-12,12/12/1995,chesa,-76.602,38.425,4.62,14.94799995,12,Winter
LE1.1 AP 5 96-01-23,23/1/1996,chesa,-76.602,38.425,1.78,12.99714293,1,Winter
LE1.1 AP 5 96-03-07,7/3/1996,chesa,-76.602,38.425,4.94,9.243999863,3,Spring
LE1.1 AP 5 96-04-04,4/4/1996,chesa,-76.602,38.425,9.02,8.244000244,4,Spring
LE1.1 AP 5 96-04-18,18/4/1996,chesa,-76.602,38.425,10.86,8.28200016,4,Spring
LE1.1 AP 5 96-05-06,6/5/1996,chesa,-76.602,38.425,16.5,8.328000069,5,Spring
LE1.1 AP 5 96-05-20,20/5/1996,chesa,-76.602,38.425,18.76,6.952000046,5,Spring
LE1.1 AP 5 96-06-03,3/6/1996,chesa,-76.602,38.425,19.4,6.629999828,6,Summer
LE1.1 AP 5 96-07-02,2/7/1996,chesa,-76.602,38.425,25.16,8.5,7,Summer
LE1.1 AP 5 96-07-16,16/7/1996,chesa,-76.602,38.425,25.82,8.337999821,7,Summer
LE1.1 AP 5 96-08-01,1/8/1996,chesa,-76.602,38.425,26.1,8.370000045,8,Summer
LE1.1 AP 5 96-08-19,19/8/1996,chesa,-76.602,38.425,26.18,8.763999844,8,Summer
LE1.1 AP 5 96-09-03,3/9/1996,chesa,-76.602,38.425,26.76,9.565999794,9,Autumn
LE1.1 AP 5 96-10-01,1/10/1996,chesa,-76.602,38.425,21.58,10.17800026,10,Autumn
LE1.1 AP 5 96-12-16,16/12/1996,chesa,-76.602,38.425,6.86,6.303999901,12,Winter
LE1.1 AP 5 97-01-27,27/1/1997,chesa,-76.602,38.425,2.66,6.847999954,1,Winter
LE1.1 AP 5 97-03-11,11/3/1997,chesa,-76.602,38.425,7.94,7.671428544,3,Spring
LE1.1 AP 5 97-04-08,8/4/1997,chesa,-76.602,38.425,12.04,7.155999851,4,Spring
LE1.1 AP 5 97-04-22,22/4/1997,chesa,-76.602,38.425,11.18,7.503999996,4,Spring
LE1.1 AP 5 97-05-06,6/5/1997,chesa,-76.602,38.425,14.12,9.047999954,5,Spring
LE1.1 AP 5 97-05-22,22/5/1997,chesa,-76.602,38.425,16.46,9.631999779,5,Spring
LE1.1 AP 5 97-06-05,5/6/1997,chesa,-76.602,38.425,18.46,9.045999718,6,Summer
LE1.1 AP 5 97-07-07,7/7/1997,chesa,-76.602,38.425,24.67,11.28428555,7,Summer
LE1.1 AP 5 97-07-21,21/7/1997,chesa,-76.602,38.425,26.6,11.81599999,7,Summer
LE1.1 AP 5 97-08-04,4/8/1997,chesa,-76.602,38.425,26.76,11.84399986,8,Summer
LE1.1 AP 5 97-08-19,19/8/1997,chesa,-76.602,38.425,26.92,13.61999989,8,Summer
LE1.1 AP 5 97-09-02,2/9/1997,chesa,-76.602,38.425,25.93,13.06999997,9,Autumn
LE1.1 AP 5 97-10-06,6/10/1997,chesa,-76.602,38.425,20.59,14.25285734,10,Autumn
LE1.1 AP 5 97-12-18,18/12/1997,chesa,-76.602,38.425,6.82,15.1920002,12,Winter
LE1.1 AP 5 98-01-15,15/1/1998,chesa,-76.602,38.425,6.56,14.51999989,1,Winter
LE1.1 AP 5 98-03-03,3/3/1998,chesa,-76.602,38.425,7.36,9.089999962,3,Spring
LE1.1 AP 5 98-04-13,13/4/1998,chesa,-76.602,38.425,12.82,6.735999966,4,Spring
LE1.1 AP 5 98-04-27,27/4/1998,chesa,-76.602,38.425,15.9,6.29800005,4,Spring
LE1.1 AP 5 98-05-14,14/5/1998,chesa,-76.602,38.425,17.28,5.946000004,5,Spring
LE1.1 AP 5 98-05-26,26/5/1998,chesa,-76.602,38.425,20.4,6.241999912,5,Spring
LE1.1 AP 5 98-06-08,8/6/1998,chesa,-76.602,38.425,20.16,8.020000076,6,Summer
LE1.1 AP 5 98-07-13,13/7/1998,chesa,-76.602,38.425,25.74,9.620000076,7,Summer
LE1.1 AP 5 98-07-27,27/7/1998,chesa,-76.602,38.425,27.38,10.54799995,7,Summer
LE1.1 AP 5 98-08-10,10/8/1998,chesa,-76.602,38.425,27.48,10.73600006,8,Summer
LE1.1 AP 5 98-08-24,24/8/1998,chesa,-76.602,38.425,27.08,11.34599991,8,Summer
LE1.1 AP 5 98-09-08,8/9/1998,chesa,-76.602,38.425,26.44,11.81599999,9,Autumn
LE1.1 AP 5 98-10-08,8/10/1998,chesa,-76.602,38.425,20.44,13.52600002,10,Autumn
LE1.1 AP 5 98-12-07,7/12/1998,chesa,-76.602,38.425,12.34,16.1659996,12,Winter
LE1.1 AP 5 99-01-21,21/1/1999,chesa,-76.602,38.425,4.5,16.67600002,1,Winter
LE1.1 AP 5 99-03-22,22/3/1999,chesa,-76.602,38.425,7.1,13.26000004,3,Spring
LE1.1 AP 5 99-04-05,5/4/1999,chesa,-76.602,38.425,11.76,12.63800011,4,Spring
LE1.1 AP 5 99-04-19,19/4/1999,chesa,-76.602,38.425,12.86,12.25199986,4,Spring
LE1.1 AP 5 99-05-03,3/5/1999,chesa,-76.602,38.425,15.33,11.81666676,5,Spring
LE1.1 AP 5 99-05-17,17/5/1999,chesa,-76.602,38.425,18.44,11.85599995,5,Spring
LE1.1 AP 5 99-06-01,1/6/1999,chesa,-76.602,38.425,20.4,13.41000004,6,Summer
LE1.1 AP 5 99-07-01,1/7/1999,chesa,-76.602,38.425,24.16,14.47600002,7,Summer
LE1.1 AP 5 99-07-15,15/7/1999,chesa,-76.602,38.425,25.62,14.08800011,7,Summer
LE1.1 AP 5 99-08-12,12/8/1999,chesa,-76.602,38.425,27.72,15.3539999,8,Summer
LE1.1 AP 5 99-08-26,26/8/1999,chesa,-76.602,38.425,26.26,15.44799995,8,Summer
LE1.1 AP 5 99-09-13,13/9/1999,chesa,-76.602,38.425,24.78,15.53000021,9,Autumn
LE1.1 AP 5 99-10-14,14/10/1999,chesa,-76.602,38.425,19.1,14.91800003,10,Autumn
LE1.1 AP 5 99-12-13,13/12/1999,chesa,-76.602,38.425,8.9,14.89400005,12,Winter
LE1.1 AP 5 00-01-10,10/1/2000,chesa,-76.602,38.425,1.24,17.44000015,1,Winter
LE1.1 AP 5 00-03-07,7/3/2000,chesa,-76.602,38.425,8.04,13.96999989,3,Spring
LE1.1 AP 5 00-04-04,4/4/2000,chesa,-76.602,38.425,12.7,11.2371427,4,Spring
LE1.1 AP 5 00-04-18,18/4/2000,chesa,-76.602,38.425,13.42,10.9,4,Spring
LE1.1 AP 5 00-05-04,4/5/2000,chesa,-76.602,38.425,15.72,9.025999832,5,Spring
LE1.1 AP 5 00-05-18,18/5/2000,chesa,-76.602,38.425,20.74,9.384000206,5,Spring
LE1.1 AP 5 00-06-01,1/6/2000,chesa,-76.602,38.425,19.14,9.575999832,6,Summer
LE1.1 AP 5 00-07-03,3/7/2000,chesa,-76.602,38.425,25.76,10.52399998,7,Summer
LE1.1 AP 5 00-07-17,17/7/2000,chesa,-76.602,38.425,25.8,10.86399994,7,Summer
LE1.1 AP 5 00-08-01,1/8/2000,chesa,-76.602,38.425,25.92,9.972000122,8,Summer
LE1.1 AP 5 00-08-14,14/8/2000,chesa,-76.602,38.425,25.76,11.53399983,8,Summer
LE1.1 AP 5 00-09-18,18/9/2000,chesa,-76.602,38.425,23.6,12.50599995,9,Autumn
LE1.1 AP 5 00-10-16,16/10/2000,chesa,-76.602,38.425,18.09,13.32714272,10,Autumn
LE1.1 AP 5 00-12-12,12/12/2000,chesa,-76.602,38.425,6.18,16.97199936,12,Winter
LE1.1 AP 5 01-01-17,17/1/2001,chesa,-76.602,38.425,1.74,15.87000027,1,Winter
LE1.1 AP 5 01-03-12,12/3/2001,chesa,-76.602,38.425,5.74,15.12400017,3,Spring
LE1.1 AP 5 01-04-11,11/4/2001,chesa,-76.602,38.425,12.04,12.17285715,4,Spring
LE1.1 AP 5 01-04-26,26/4/2001,chesa,-76.602,38.425,14.04,11.91285692,4,Spring
LE1.1 AP 5 01-05-11,11/5/2001,chesa,-76.602,38.425,18.26,12.00200005,5,Spring
LE1.1 AP 5 01-05-24,24/5/2001,chesa,-76.602,38.425,19,12.10999985,5,Spring
LE1.1 AP 5 01-06-07,7/6/2001,chesa,-76.602,38.425,20.88,11.53799992,6,Summer
LE1.1 AP 5 01-07-05,5/7/2001,chesa,-76.602,38.425,26,12.37399998,7,Summer
LE1.1 AP 5 01-07-19,19/7/2001,chesa,-76.602,38.425,26.36,12.38400002,7,Summer
LE1.1 AP 5 01-08-06,6/8/2001,chesa,-76.602,38.425,26.46,12.52399998,8,Summer
LE1.1 AP 5 01-08-20,20/8/2001,chesa,-76.602,38.425,27.56,12.53199978,8,Summer
LE1.1 AP 5 01-09-06,6/9/2001,chesa,-76.602,38.425,26.5,13.74200001,9,Autumn
LE1.1 AP 5 01-10-04,4/10/2001,chesa,-76.602,38.425,19.64,15.04400005,10,Autumn
LE1.1 AP 5 01-12-06,6/12/2001,chesa,-76.602,38.425,13.38,17.08200035,12,Winter
LE1.1 AP 5 02-01-17,17/1/2002,chesa,-76.602,38.425,5,18.00200005,1,Winter
LE1.1 AP 5 02-03-04,4/3/2002,chesa,-76.602,38.425,6.76,17.31600037,3,Spring
LE1.1 AP 5 02-04-01,1/4/2002,chesa,-76.602,38.425,10.8,16.11400013,4,Spring
LE1.1 AP 5 02-04-15,15/4/2002,chesa,-76.602,38.425,14.76,14.42400017,4,Spring
LE1.1 AP 5 02-05-13,13/5/2002,chesa,-76.602,38.425,18.96,13.35199986,5,Spring
LE1.1 AP 5 02-05-28,28/5/2002,chesa,-76.602,38.425,21.14,13.64799976,5,Spring
LE1.1 AP 5 02-06-10,10/6/2002,chesa,-76.602,38.425,23.16,13.75599995,6,Summer
LE1.1 AP 5 02-07-09,9/7/2002,chesa,-76.602,38.425,27.26,13.35400009,7,Summer
LE1.1 AP 5 02-07-25,25/7/2002,chesa,-76.602,38.425,26.98,14.82199993,7,Summer
LE1.1 AP 5 02-08-08,8/8/2002,chesa,-76.602,38.425,27.02,15.77800007,8,Summer
LE1.1 AP 5 02-08-22,22/8/2002,chesa,-76.602,38.425,27.72,15.50000019,8,Summer
LE1.1 AP 1 02-09-09,9/9/2002,chesa,-76.602,38.425,25.14,15.56800022,9,Autumn
LE1.1 AP 1 02-10-08,8/10/2002,chesa,-76.602,38.425,23.04,17.31599999,10,Autumn
LE1.1 AP 5 02-12-09,9/12/2002,chesa,-76.602,38.425,5.14,15.55600014,12,Winter
LE1.1 AP 5 03-01-06,6/1/2003,chesa,-76.602,38.425,4.74,13.5039999,1,Winter
LE1.1 AP 5 03-03-06,6/3/2003,chesa,-76.602,38.425,2.26,10.85599985,3,Spring
LE1.1 AP 5 03-04-17,17/4/2003,chesa,-76.602,38.425,12.3,7.633999825,4,Spring
LE1.1 AP 5 03-04-30,30/4/2003,chesa,-76.602,38.425,14.1,7.963999844,4,Spring
LE1.1 AP 5 03-05-15,15/5/2003,chesa,-76.602,38.425,15.88,9.802000046,5,Spring
LE1.1 AP 5 03-05-29,29/5/2003,chesa,-76.602,38.425,16.8,8.251428468,5,Spring
LE1.1 AP 5 03-06-12,12/6/2003,chesa,-76.602,38.425,19.4,9.307999992,6,Summer
LE1.1 AP 5 03-07-14,14/7/2003,chesa,-76.602,38.425,25.52,9.326000214,7,Summer
LE1.1 AP 5 03-07-28,28/7/2003,chesa,-76.602,38.425,26.75,9.107500017,7,Summer
LE1.1 AP 5 03-08-12,12/8/2003,chesa,-76.602,38.425,26.96,8.641250014,8,Summer
LE1.1 AP 5 03-08-28,28/8/2003,chesa,-76.602,38.425,27.3,10.03600006,8,Summer
LE1.1 AP 5 03-09-11,11/9/2003,chesa,-76.602,38.425,24.7,10.29285703,9,Autumn
LE1.1 AP 5 03-10-14,14/10/2003,chesa,-76.602,38.425,18.1,10.02000046,10,Autumn
LE1.1 AP 5 03-12-11,11/12/2003,chesa,-76.602,38.425,6.32,7.895999908,12,Winter
LE1.1 AP 5 04-01-08,8/1/2004,chesa,-76.602,38.425,5.14,6.635999966,1,Winter
